 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
2303;HD 98271   ;HD 98271                           ;PM*;11 17 55.5020721168 -37 11 47.584116996;     ~   ;8.53     ;8.07     ;     ~   ;     ~  ;F3V              ;  26;   0
2304;HD 98281   ;HD 98281                           ;PM*;11 18 22.0116141258 -05 04 02.288928836;8.278    ;7.993    ;7.232    ;6.822    ;6.438   ;G8V              ; 167;   0
2305;HD 98301   ;HD 98301                           ;PM*;11 18 08.5873080840 -31 18 40.516075440;     ~   ;8.85     ;8.34     ;     ~   ;     ~  ;F6V              ;  22;   0
2306;HD 98388   ;HD 98388                           ;PM*;11 19 06.6146267568 +13 23 26.711278656;     ~   ;7.57     ;7.14     ;     ~   ;     ~  ;F8V              ;  51;   0
2307;HD 98413   ;HD 98413                           ;*  ;11 19 09.2778343968 -20 13 32.258543664;     ~   ;8.44     ;8.08     ;     ~   ;     ~  ;F0V              ;  24;   0
2308;HD 98471   ;HD 98471                           ;*  ;11 19 44.5131086688 +03 37 15.547255464;     ~   ;8.93     ;8.45     ;     ~   ;     ~  ;F5V              ;  22;   0
2309;HD 98553   ;HD 98553                           ;PM*;11 20 11.5954121232 -19 34 40.467580428;     ~   ;8.10     ;7.53     ;     ~   ;     ~  ;G2VFe-0.7        ;  89;   0
2310;HD 98563   ;HD 98563                           ;PM*;11 20 23.9491509264 -01 47 49.092060552;     ~   ;8.77     ;8.27     ;     ~   ;     ~  ;F7V              ;  23;   0
2311;HD 98572   ;HD 98572                           ;PM*;11 20 56.7552346944 +51 45 40.287510864;     ~   ;7.71     ;     ~   ;7.1      ;     ~  ;F0               ;  27;   0
2312;HD 98593   ;HD 98593                           ;PM*;11 20 27.5060393016 -26 09 26.809729236;     ~   ;8.49     ;7.94     ;     ~   ;     ~  ;G0V              ;  24;   0
2313;HD 98618   ;HD 98618                           ;PM*;11 21 29.0692801008 +58 29 03.702495840;     ~   ;8.303    ;7.651    ;     ~   ;     ~  ;G5V              ;  79;   0
2314;HD 98625   ;HD 98625                           ;PM*;11 19 57.7372900440 -63 54 32.789877696;     ~   ;10.41    ;9.73     ;     ~   ;     ~  ;G6/K0IV/V        ;  25;   0
2315;HD 98630   ;HD 98630                           ;PM*;11 21 02.5210411128 +07 03 51.970649256;     ~   ;8.67     ;8.08     ;     ~   ;     ~  ;G0               ;  48;   0
2316;HD 98649   ;HD 98649                           ;PM*;11 20 51.7685457816 -23 13 02.429523660;     ~   ;8.646    ;7.99     ;7.75     ;8.26    ;G3/5V            ;  71;   1
2317;HD 98651   ;HD 98651                           ;PM*;11 20 42.4637857200 -35 43 10.793481888;     ~   ;8.00     ;7.59     ;     ~   ;     ~  ;F3V              ;  26;   0
2318;HD 98661   ;HD 98661                           ;PM*;11 22 49.5303641496 +77 22 24.388238316;     ~   ;7.91     ;7.44     ;     ~   ;     ~  ;F5               ;  26;   0
2319;HD 98697   ;HD 98697                           ;PM*;11 21 26.7915379824 +06 38 05.835505092;     ~   ;7.22     ;6.70     ;     ~   ;     ~  ;F8               ;  55;   0
2320;HD 98727   ;HD 98727                           ;PM*;11 21 30.9693462336 -12 41 54.932165952;     ~   ;8.38     ;7.86     ;     ~   ;     ~  ;F7V              ;  30;   0
2321;HD 98753   ;HD 98753                           ;*  ;11 21 35.4657702936 -31 31 17.596353792;     ~   ;8.26     ;7.74     ;     ~   ;     ~  ;F6V              ;  25;   0
2322;HD 98823   ;HD 98823                           ;PM*;11 22 41.7387403392 +40 10 31.682591832;     ~   ;7.04     ;6.58     ;     ~   ;     ~  ;F5               ;  32;   0
2323;HD 98861   ;HD 98861                           ;*  ;11 23 59.1122324592 +72 37 49.307188008;     ~   ;9.14     ;8.67     ;     ~   ;     ~  ;F5               ;  19;   0
2324;HD 98870   ;HD 98870                           ;PM*;11 22 14.7525957816 -48 56 43.347462756;     ~   ;10.06    ;9.27     ;     ~   ;     ~  ;G8IV/V           ;  23;   0
2325;HD 98966   ;HD 98966                           ;PM*;11 22 28.9885043280 -67 47 13.051862628;     ~   ;10.04    ;9.38     ;     ~   ;     ~  ;G3wF7V           ;  25;   0
2326;HD 99116   ;HD 99116                           ;PM*;11 23 50.1677283072 -56 41 41.441922960;     ~   ;9.09     ;8.36     ;     ~   ;     ~  ;G8V              ;  37;   0
2327;HD 99122   ;HD 99122                           ;*  ;11 24 26.5266099336 +15 53 02.466959100;     ~   ;8.13     ;7.57     ;     ~   ;     ~  ;F8               ;  23;   0
2328;HD 99190   ;HD 99190                           ;PM*;11 24 25.2929464728 -47 30 21.279681432;     ~   ;9.07     ;8.53     ;     ~   ;     ~  ;G0/2V            ;  20;   0
2329;HD 99233   ;HD 99233                           ;PM*;11 25 31.7818116816 +42 37 58.451328156;8.370    ;8.410    ;7.870    ;     ~   ;     ~  ;F8               ;  47;   0
2330;HD 99251   ;HD 99251                           ;PM*;11 25 25.2690522264 +07 57 10.650818232;     ~   ;     ~   ;     ~   ;7.3      ;     ~  ;F5               ;  26;   0
2331;HD 99303   ;HD 99303                           ;PM*;11 25 39.9485336448 +20 00 07.667524224;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G5V              ;  31;   0
2332;HD 99310   ;HD 99310                           ;PM*;11 25 04.1365996992 -51 53 38.073456600;     ~   ;9.29     ;8.75     ;     ~   ;     ~  ;F7V              ;  22;   0
2333;HD 99373   ;HD 99373                           ;*  ;11 26 25.5571823640 +33 27 02.201429268;     ~   ;6.765    ;6.324    ;     ~   ;     ~  ;F5.5IV-V         ;  56;   0
2334;HD 99404   ;HD 99404                           ;PM*;11 26 25.0003188850 +10 25 22.418283822;     ~   ;9.37     ;     ~   ;8.2      ;     ~  ;G4               ;  42;   0
2335;HD 99419   ;HD 99419                           ;PM*;11 26 27.1871833272 +20 31 05.197547352;8.590    ;8.510    ;7.940    ;     ~   ;     ~  ;G5               ;  26;   0
2336;HD 99437   ;HD 99437                           ;*  ;11 25 45.0519083688 -63 48 32.206392396;     ~   ;8.29     ;7.75     ;     ~   ;     ~  ;F5IV/V           ;  23;   0
2337;HD 99505   ;HD 99505                           ;PM*;11 27 03.2352283440 +21 51 08.068166784;8.340    ;8.230    ;     ~   ;7.2      ;     ~  ;G5               ;  49;   0
2338;HD 99532   ;HD 99532                           ;PM*;11 27 33.3502830000 +56 34 31.834004016;     ~   ;8.56     ;8.10     ;     ~   ;     ~  ;F8               ;  21;   0
2339;HD 99610   ;HD 99610                           ;PM*;11 27 30.2372696952 -12 26 09.443987628;     ~   ;8.12     ;7.39     ;     ~   ;     ~  ;G4VCN+0.5        ;  44;   0
2340;HD 99636   ;HD 99636                           ;PM*;11 27 55.3238947200 +11 00 36.048104460;     ~   ;9.41     ;8.88     ;     ~   ;     ~  ;G5               ;  22;   0
2341;HD 99639   ;HD 99639                           ;PM*;11 27 40.4789610336 -32 08 58.587123876;     ~   ;8.27     ;7.80     ;     ~   ;     ~  ;F3/5V            ;  25;   0
2342;HD 99719   ;HD 99719                           ;PM*;11 29 01.7203139112 +63 34 24.521112588;     ~   ;8.19     ;7.72     ;     ~   ;     ~  ;F5               ;  22;   0
2343;HD 99810   ;HD 99810                           ;PM*;11 29 16.4637853896 +36 54 42.636113604;     ~   ;9.21     ;8.66     ;     ~   ;     ~  ;G5               ;  23;   0
2344;HD 99915   ;HD 99915                           ;PM*;11 29 52.0355461536 +24 56 50.522022024;     ~   ;8.32     ;7.87     ;     ~   ;     ~  ;F5               ;  23;   0
2345;HD 99996   ;HD 99996                           ;PM*;11 30 26.8179464184 +26 55 22.340940492;     ~   ;9.13     ;8.58     ;     ~   ;     ~  ;G5               ;  25;   0
2346;HD 100004  ;HD 100004                          ;PM*;11 29 48.0915726281 -51 39 46.817790594;     ~   ;7.79     ;7.41     ;     ~   ;     ~  ;F3V              ;  50;   0
2347;HD 100014  ;HD 100014                          ;PM*;11 29 56.8791003816 -55 15 51.195227400;     ~   ;8.46     ;7.82     ;     ~   ;     ~  ;F8/G0V           ;  25;   0
2348;HD 100043  ;HD 100043                          ;PM*;11 30 38.7689044608 -13 03 00.945064404;     ~   ;7.41     ;7.05     ;     ~   ;     ~  ;F2V              ;  35;   0
2349;HD 100066  ;HD 100066                          ;*  ;11 31 11.7176768232 +36 13 53.795993808;     ~   ;8.38     ;7.99     ;     ~   ;     ~  ;F5               ;  23;   0
2350;HD 100067  ;HD 100067                          ;PM*;11 31 01.0547195388 +32 18 59.885526293;     ~   ;     ~   ;     ~   ;6.9      ;     ~  ;F9               ;  54;   0
2351;HD 100081  ;HD 100081                          ;PM*;11 29 56.2421901984 -73 22 31.343356668;     ~   ;8.89     ;8.39     ;     ~   ;     ~  ;F6V              ;  24;   0
2352;HD 100127  ;HD 100127                          ;*  ;11 31 37.2659989680 +44 49 04.528062408;     ~   ;9.24     ;8.86     ;     ~   ;     ~  ;F8               ;  19;   0
2353;HD 100255  ;HD 100255                          ;PM*;11 32 25.5684624552 +29 02 43.304289432;     ~   ;8.24     ;7.81     ;     ~   ;     ~  ;F5V              ;  27;   0
2354;HD 100267  ;HD 100267                          ;PM*;11 32 23.5421690016 +12 12 16.071923988;     ~   ;8.85     ;8.42     ;     ~   ;     ~  ;F5               ;  27;   0
2355;HD 100289  ;HD 100289                          ;PM*;11 32 14.4387041232 -31 22 58.497040524;     ~   ;9.73     ;8.98     ;     ~   ;     ~  ;G8/K0V           ;  44;   0
2356;HD 100339  ;HD 100339                          ;PM*;11 32 49.7924417184 +18 00 08.448896016;     ~   ;7.76     ;7.26     ;     ~   ;     ~  ;F7V              ;  27;   0
2357;HD 100372  ;HD 100372                          ;PM*;11 33 12.0715852608 +33 07 58.086120036;     ~   ;8.51     ;8.01     ;     ~   ;     ~  ;F8               ;  21;   0
2358;HD 100394  ;HD 100394                          ;PM*;11 32 55.5051765456 -32 04 22.009501308;     ~   ;9.72     ;9.16     ;     ~   ;     ~  ;G3/5V            ;  29;   0
2359;HD 100446  ;HD 100446                          ;PM*;11 34 07.0629831840 +65 14 33.115915536;     ~   ;     ~   ;     ~   ;7.0      ;     ~  ;F8               ;  62;   0
2360;HD 100485  ;HD 100485                          ;*  ;11 34 07.2063607464 +48 34 05.236973508;     ~   ;8.50     ;7.93     ;     ~   ;     ~  ;G0               ;  22;   0
2361;HD 100551  ;HD 100551                          ;PM*;11 34 14.2656732000 -12 51 49.165359912;     ~   ;8.80     ;8.31     ;     ~   ;     ~  ;F6/7V            ;  32;   0
2362;HD 100555  ;HD 100555                          ;PM*;11 33 56.6776794288 -48 49 09.235847928;     ~   ;8.89     ;8.16     ;     ~   ;     ~  ;G6V              ;  42;   0
2363;HD 100566  ;HD 100566                          ;PM*;11 34 19.1398904112 -15 30 43.499678796;     ~   ;8.95     ;8.40     ;     ~   ;     ~  ;G1/2V            ;  25;   0
2364;HD 100604  ;HD 100604                          ;PM*;11 34 31.4602895304 -28 17 17.324425140;     ~   ;8.07     ;7.67     ;     ~   ;     ~  ;F2V              ;  27;   0
2365;HD 100667  ;HD 100667                          ;PM*;11 35 25.3463557440 +53 34 26.803692624;8.910    ;8.700    ;8.040    ;     ~   ;     ~  ;G5               ;  25;   0
2366;HD 100742  ;HD 100742                          ;PM*;11 35 32.8757370480 -12 24 40.247274456;     ~   ;7.59     ;7.13     ;     ~   ;     ~  ;F5/6V            ;  26;   0
2367;HD 100796  ;HD 100796                          ;PM*;11 36 05.5523065944 +30 43 16.998963024;9.060    ;8.980    ;8.410    ;     ~   ;     ~  ;G0V              ;  32;   0
2368;HD 100850  ;HD 100850                          ;PM*;11 36 11.3032269072 -37 03 52.591832208;     ~   ;8.68     ;8.00     ;     ~   ;     ~  ;G3V              ;  36;   0
2369;HD 100910  ;HD 100910                          ;PM*;11 36 37.4640003624 -34 38 47.299238700;     ~   ;8.07     ;7.58     ;     ~   ;     ~  ;F6V              ;  28;   0
2370;HD 100918  ;HD 100918                          ;PM*;11 37 15.5740664328 +46 08 31.361370540;     ~   ;8.69     ;8.26     ;     ~   ;     ~  ;F2               ;  19;   0
2371;HD 100980  ;HD 100980                          ;PM*;11 37 08.1174780888 -39 28 12.008744832;     ~   ;9.12     ;8.70     ;     ~   ;     ~  ;F3V              ;  37;   0
2372;HD 100995  ;HD 100995                          ;*  ;11 37 27.0112138152 -01 29 05.649902088;     ~   ;8.57     ;8.09     ;     ~   ;     ~  ;F4.5V            ;  21;   0
2373;HD 101029  ;HD 101029                          ;*  ;11 37 29.1392232216 -36 43 37.249922316;     ~   ;8.01     ;7.53     ;     ~   ;     ~  ;F6V              ;  24;   0
2374;HD 101091  ;HD 101091                          ;*  ;11 38 05.5932736224 +31 52 51.000667428;     ~   ;7.51     ;7.11     ;     ~   ;     ~  ;F2               ;  30;   0
2375;HD 101117  ;HD 101117                          ;PM*;11 37 47.9319112128 -52 53 28.271015232;     ~   ;8.49     ;7.86     ;     ~   ;     ~  ;G1IV/V           ;  35;   0
2376;HD 101210  ;HD 101210                          ;PM*;11 38 45.9944950224 -15 04 12.627379632;     ~   ;8.52     ;8.03     ;     ~   ;     ~  ;F7V              ;  28;   0
2377;HD 101227  ;HD 101227                          ;PM*;11 39 06.2189103744 +44 18 20.295031968;9.14     ;9.08     ;     ~   ;8.0      ;     ~  ;G0               ;  68;   1
2378;HD 101242  ;HD 101242                          ;PM*;11 39 01.0011622267 +06 03 28.450096767;     ~   ;8.30     ;     ~   ;7.2      ;     ~  ;G5               ;  62;   0
2379;HD 101348  ;HD 101348                          ;PM*;11 39 36.6019212408 -35 13 57.231967080;     ~   ;8.54     ;7.82     ;     ~   ;     ~  ;G2V              ;  48;   0
2380;HD 101364  ;HD 101364                          ;PM*;11 40 28.4839370424 +69 00 30.597806088;     ~   ;9.32     ;8.67     ;     ~   ;     ~  ;G5               ;  72;   0
2381;HD 101365  ;HD 101365                          ;PM*;11 40 18.6234036120 +62 23 47.444086356;     ~   ;7.62     ;7.08     ;     ~   ;     ~  ;F5               ;  30;   0
2382;HD 101382  ;HD 101382                          ;PM*;11 40 18.8373531624 +55 18 09.610510608;     ~   ;8.19     ;7.76     ;     ~   ;     ~  ;F5               ;  22;   0
2383;HD 101416  ;HD 101416                          ;PM*;11 40 16.1263803816 +25 47 05.350631784;     ~   ;8.61     ;8.13     ;     ~   ;     ~  ;F5               ;  27;   0
2384;HD 101444  ;HD 101444                          ;PM*;11 40 30.8484561528 +03 39 14.828727204;     ~   ;     ~   ;     ~   ;8.1      ;     ~  ;G8V              ;  36;   0
2385;HD 101530  ;HD 101530                          ;PM*;11 40 29.0916943176 -64 27 51.365994660;     ~   ;8.68     ;8.07     ;     ~   ;     ~  ;G2V              ;  35;   0
2386;HD 101574  ;HD 101574                          ;PM*;11 41 18.6832021800 -01 46 41.419244352;     ~   ;8.89     ;8.43     ;     ~   ;     ~  ;F5V              ;  23;   0
2387;HD 101612  ;HD 101612                          ;PM*;11 41 22.4785176744 -26 40 01.891193988;     ~   ;8.01     ;7.54     ;     ~   ;     ~  ;F5/6V            ;  53;   0
2388;HD 101620  ;HD 101620                          ;PM*;11 41 46.3412400816 +41 14 15.287002800;     ~   ;7.337    ;6.909    ;     ~   ;     ~  ;F5               ;  39;   0
2389;HD 101642  ;HD 101642                          ;PM*;11 41 51.9741211440 +25 55 35.340477132;     ~   ;8.94     ;8.39     ;     ~   ;     ~  ;F8V              ;  27;   0
2390;HD 101676  ;HD 101676                          ;PM*;11 42 03.9620880216 +12 17 05.687984400;7.510    ;7.550    ;7.080    ;     ~   ;     ~  ;F6V              ;  52;   0
2391;HD 101690  ;HD 101690                          ;PM*;11 42 07.3342579584 +04 44 50.430501816;     ~   ;8.01     ;7.34     ;     ~   ;     ~  ;G0               ;  40;   0
2392;HD 101716  ;HD 101716                          ;*  ;11 42 34.5859423200 +43 47 21.973875936;     ~   ;8.64     ;8.08     ;     ~   ;     ~  ;F8               ;  38;   0
2393;HD 101805  ;HD 101805                          ;*  ;11 42 14.9197297200 -75 13 38.328827232;     ~   ;6.989    ;6.466    ;     ~   ;     ~  ;F8V              ;  69;   0
2394;HD 101904  ;HD 101904                          ;PM*;11 44 00.2806631928 +64 57 51.111484452;     ~   ;8.83     ;8.20     ;     ~   ;     ~  ;G0               ;  35;   0
2395;HD 101936  ;HD 101936                          ;PM*;11 43 47.0361669264 -21 02 17.918022516;     ~   ;7.73     ;7.31     ;     ~   ;     ~  ;F2V              ;  26;   0
2396;HD 101941  ;HD 101941                          ;PM*;11 43 47.3576186760 -38 55 10.992798948;     ~   ;8.08     ;7.63     ;     ~   ;     ~  ;F5V              ;  26;   0
2397;HD 101974  ;HD 101974                          ;PM*;11 44 01.7962591440 -36 18 01.914142320;     ~   ;8.43     ;7.92     ;     ~   ;     ~  ;F6V              ;  24;   0
2398;HD 102071  ;HD 102071                          ;PM*;11 44 39.2997601248 -29 53 05.507922156;     ~   ;8.76     ;7.96     ;     ~   ;     ~  ;K0.5V            ;  53;   0
2399;HD 102080  ;HD 102080                          ;PM*;11 44 58.3905353136 +27 24 25.702853004;     ~   ;8.83     ;8.27     ;     ~   ;     ~  ;F5               ;  49;   0
2400;HD 102089  ;HD 102089                          ;*  ;11 44 19.5796613736 -73 18 15.396923016;     ~   ;9.52     ;8.86     ;     ~   ;     ~  ;G0V              ;  23;   0
2401;HD 102117  ;HD 102117                          ;PM*;11 44 50.4608641248 -58 42 13.357947852;     ~   ;8.20     ;7.45     ;     ~   ;     ~  ;G6V              ; 122;   1
2402;HD 102121  ;HD 102121                          ;PM*;11 45 31.3382338584 +65 32 27.543852132;     ~   ;9.57     ;8.75     ;     ~   ;     ~  ;G5               ;  33;   0
2403;HD 102136  ;HD 102136                          ;PM*;11 45 11.3901642504 -40 44 45.627041292;     ~   ;10.18    ;9.37     ;     ~   ;     ~  ;G8/K0V           ;  47;   0
2404;HD 102158  ;HD 102158                          ;PM*;11 45 30.5082432219 +47 40 00.768612834;     ~   ;8.67     ;8.05     ;7.7      ;     ~  ;G2               ; 108;   0
2405;HD 102161  ;HD 102161                          ;PM*;11 45 31.4959275816 +25 06 39.638998764;     ~   ;9.02     ;8.39     ;     ~   ;     ~  ;G3V              ;  27;   0
