 #  |typed ident|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
1   |HD 23      |HD 23                              |PM*|00 05 07.4950976136 -52 09 06.260110200|     ~   |8.11     |7.52     |     ~   |     ~   |G0V              |  48|   0
173 |HD 3735    |HD 3735                            |PM*|00 39 57.8234302713 -33 57 41.218831187|     ~   |7.18     |6.69     |     ~   |     ~   |F7V              |  83|   0
174 |HD 3737    |HD 3737                            |PM*|00 39 44.6943509040 -41 39 34.497942588|     ~   |8.98     |8.46     |     ~   |     ~   |F6/7V            |  31|   0
175 |HD 3765    |HD 3765                            |PM*|00 40 49.2698857963 +40 11 13.823048636|     ~   |8.30     |     ~   |6.8      |     ~   |K2V              | 272|   0
176 |HD 3770    |HD 3770                            |PM*|00 40 24.4124057160 -07 39 23.953152420|     ~   |7.99     |7.43     |     ~   |     ~   |F8V              |  47|   0
177 |HD 3790    |HD 3790                            |PM*|00 40 52.7318220216 +31 06 59.764344120|     ~   |8.03     |7.59     |     ~   |     ~   |F4V              |  31|   0
178 |HD 3801    |HD 3801                            |PM*|00 41 34.6202482848 +65 52 05.574708912|     ~   |7.50     |6.94     |     ~   |     ~   |F8               |  29|   0
179 |HD 3808    |HD 3808                            |PM*|00 40 30.6085104360 -27 16 34.859330796|     ~   |9.49     |8.79     |     ~   |     ~   |G5V              |  57|   0
180 |HD 3810    |HD 3810                            |PM*|00 40 32.2399719192 -29 52 05.820306528|     ~   |9.31     |8.70     |     ~   |     ~   |G3/5V            |  42|   0
181 |HD 3823    |HD 3823                            |PM*|00 40 25.6698671445 -59 27 16.566549816|     ~   |6.44     |5.90     |     ~   |     ~   |G0VFe-0.9CH-0.4  | 178|   0
182 |HD 3835    |HD 3835                            |PM*|00 40 47.9987809800 -27 22 31.080446220|     ~   |8.89     |8.38     |     ~   |     ~   |F6/7V            |  32|   0
183 |HD 3854    |HD 3854                            |*  |00 40 01.2711112920 -70 44 07.087420104|     ~   |11.278   |10.68    |     ~   |     ~   |G                |  16|   0
184 |HD 3861    |HD 3861                            |PM*|00 41 11.8740924504 +09 21 18.207286416|     ~   |     ~   |     ~   |6.2      |     ~   |F8V              |  68|   0
185 |HD 3894    |HD 3894                            |PM*|00 41 41.9936034168 +20 08 13.469405820|     ~   |8.33     |7.85     |     ~   |     ~   |F8               |  42|   0
186 |HD 3914    |HD 3914                            |PM*|00 42 01.4270397336 +40 41 17.716533432|     ~   |7.49     |7.03     |     ~   |     ~   |F5               |  48|   0
187 |HD 3964    |HD 3964                            |PM*|00 42 09.7770279504 -03 03 22.970696796|     ~   |9.08     |8.38     |     ~   |     ~   |G5V              |  61|   0
188 |HD 4025    |HD 4025                            |PM*|00 42 18.3830579904 -45 33 04.185230040|     ~   |8.65     |8.14     |     ~   |     ~   |F7V              |  31|   0
189 |HD 4089    |* rho Tuc                          |SB*|00 42 28.3718820672 -65 28 04.906571664|     ~   |5.875    |5.381    |     ~   |     ~   |F6V              |  64|   0
190 |HD 4113    |HD 4113                            |PM*|00 43 12.5955916128 -37 58 57.477720936|     ~   |8.61     |7.88     |     ~   |     ~   |G5V              | 103|   1
191 |HD 4124    |HD 4124                            |*  |00 43 25.2722982216 -25 55 20.527383864|     ~   |9.47     |8.94     |     ~   |     ~   |F6V              |  29|   0
192 |HD 4132    |HD 4132                            |PM*|00 44 48.1007448528 +67 09 29.451705084|     ~   |     ~   |     ~   |6.6      |     ~   |F8               |  31|   0
193 |HD 4140    |HD 4140                            |PM*|00 43 21.1327980864 -47 59 22.037546904|     ~   |8.71     |8.21     |     ~   |     ~   |F6V              |  25|   0
194 |HD 4208    |HD 4208                            |PM*|00 44 26.6506707202 -26 30 56.455527913|     ~   |8.46     |7.79     |     ~   |     ~   |G7VFe-1CH-0.5    | 209|   1
195 |HD 4219    |HD 4219                            |PM*|00 44 27.6847029048 -13 24 56.939488020|     ~   |8.06     |7.58     |     ~   |     ~   |F6V              |  29|   0
196 |HD 4295    |HD 4295                            |PM*|00 46 38.5057428888 +69 19 31.472585472|6.760    |6.800    |     ~   |6.2      |     ~   |F3V              |  43|   0
197 |HD 4304    |HD 4304                            |PM*|00 44 59.9417881824 -53 42 53.614649304|     ~   |6.68     |6.15     |     ~   |     ~   |F7V              |  45|   0
198 |HD 4308    |HD 4308                            |PM*|00 44 39.2672095011 -65 38 58.277728125|7.31     |7.193    |6.552    |     ~   |     ~   |G6VFe-0.9        | 255|   1
199 |HD 4309    |HD 4309                            |PM*|00 44 07.7753072472 -74 15 55.145525976|     ~   |8.04     |7.58     |     ~   |     ~   |F6IV/V           |  38|   0
200 |HD 4322    |HD 4322                            |PM*|00 46 03.2364720912 +40 48 32.086646928|8.050    |8.060    |7.580    |     ~   |     ~   |F7IV/V           |  37|   0
201 |HD 4406    |HD 4406                            |*  |00 46 51.7422629688 +46 21 48.971646540|     ~   |8.20     |7.48     |     ~   |     ~   |G5               |  27|   0
202 |HD 4557    |HD 4557                            |PM*|00 46 07.4556408840 -71 13 46.180921116|     ~   |10.65    |9.80     |     ~   |     ~   |G8IV/V           |  27|   0
203 |HD 4568    |* 61 Psc                           |PM*|00 47 54.8276045136 +20 55 31.242238356|     ~   |7.04     |     ~   |6.2      |     ~   |F8V              |  57|   0
204 |HD 4572    |HD 4572                            |*  |00 47 34.8106976448 -25 23 41.844113376|     ~   |9.44     |8.89     |     ~   |     ~   |G0V              |  30|   0
205 |HD 4607    |HD 4607                            |PM*|00 47 57.3650789280 -09 20 47.329551060|     ~   |8.25     |7.74     |     ~   |     ~   |F7V              |  55|   0
206 |HD 4649    |HD 4649                            |PM*|00 48 33.2210443584 +00 22 55.401089448|     ~   |8.81     |8.15     |     ~   |     ~   |G3V              |  30|   0
207 |HD 4702    |HD 4702                            |PM*|00 49 33.7228734384 +38 12 17.966916540|     ~   |8.58     |8.02     |     ~   |     ~   |F8               |  24|   0
208 |HD 4742    |HD 4742                            |PM*|00 50 15.2315196144 +56 31 34.329007776|     ~   |9.05     |8.44     |     ~   |     ~   |G5               |  13|   0
209 |HD 4747    |HD 4747                            |SB*|00 49 26.7604733944 -23 12 44.868742449|8.244    |7.927    |7.155    |6.732    |6.344    |G8/K0V           | 207|   0
210 |HD 4756    |HD 4756                            |PM*|00 49 58.5304135728 +34 58 27.041077452|     ~   |7.86     |7.26     |     ~   |     ~   |F5               |  24|   0
211 |HD 4766    |HD 4766                            |PM*|00 48 34.8543295944 -67 31 54.058394208|     ~   |8.60     |8.11     |     ~   |     ~   |F6V              |  31|   0
212 |HD 4785    |HD 4785                            |PM*|00 49 11.7805125120 -53 46 27.009330276|     ~   |8.04     |7.57     |     ~   |     ~   |F6/7V            |  33|   0
213 |HD 4813    |* phi02 Cet                        |PM*|00 50 07.5889624710 -10 38 39.583852438|     ~   |5.69     |5.19     |     ~   |     ~   |F7V              | 274|   0
214 |HD 4863    |HD 4863                            |PM*|00 44 21.9683669496 -85 53 29.523870888|     ~   |8.84     |8.28     |     ~   |     ~   |F8/G0V           |  34|   0
215 |HD 4903    |HD 4903                            |PM*|00 51 24.8982233304 +32 39 25.467238512|     ~   |7.82     |7.29     |     ~   |     ~   |F8               |  42|   0
216 |HD 4915    |HD 4915                            |PM*|00 51 10.8478903584 -05 02 21.401155212|7.792    |7.643    |6.972    |6.604    |6.252    |G5V              | 149|   0
217 |HD 4982    |HD 4982                            |PM*|00 51 44.5933628832 -06 06 00.324619452|     ~   |8.62     |8.27     |     ~   |     ~   |F0V              |  32|   0
218 |HD 5028    |HD 5028                            |*  |00 50 52.4104980192 -71 09 05.164932276|     ~   |7.32     |6.85     |     ~   |     ~   |F6VFe-0.4        |  50|   0
219 |HD 5035    |HD 5035                            |PM*|00 52 40.1565392736 +31 27 33.706877292|     ~   |     ~   |     ~   |7.9      |     ~   |G0               |  42|   0
220 |HD 5036    |HD 5036                            |PM*|00 52 28.1748277800 +21 24 35.798402484|     ~   |7.76     |7.27     |     ~   |     ~   |F7V              |  30|   0
221 |HD 5057    |HD 5057                            |PM*|00 52 13.1566704384 -21 06 28.895063940|     ~   |8.10     |7.64     |     ~   |     ~   |F6V              |  32|   0
222 |HD 5065    |HD 5065                            |PM*|00 52 51.7532223768 +40 14 44.051902764|7.410    |7.340    |6.780    |     ~   |     ~   |G0               |  70|   0
223 |HD 5072    |HD 5072                            |PM*|00 52 59.3692482048 +39 02 36.154981248|     ~   |8.29     |     ~   |7.4      |     ~   |F7IV             |  38|   0
224 |HD 5078    |HD 5078                            |PM*|00 52 32.0131713792 -20 59 46.580423280|     ~   |8.46     |7.82     |     ~   |     ~   |G3/5V            |  36|   0
225 |HD 5080    |HD 5080                            |PM*|00 51 50.9107784928 -56 34 40.769069340|     ~   |8.57     |8.12     |     ~   |     ~   |F3/5V            |  29|   0
226 |HD 5096    |HD 5096                            |*  |00 52 38.9830456680 -12 56 12.467714928|     ~   |8.30     |7.92     |     ~   |     ~   |F2V              |  29|   0
227 |HD 5133    |HD 5133                            |PM*|00 53 01.1348555154 -30 21 24.891057111|8.801    |8.11     |7.171    |6.639    |6.179    |K2.5Vk:          | 177|   0
228 |HD 5193    |HD 5193                            |PM*|00 51 24.6423558120 -78 38 38.431457556|     ~   |10.85    |9.92     |     ~   |     ~   |K2(III)          |  51|   0
229 |HD 5224    |HD 5224                            |*  |00 54 09.2686077864 +20 04 47.794162404|     ~   |8.57     |8.11     |     ~   |     ~   |F2               |  25|   0
230 |HD 5278    |HD 5278                            |PM*|00 50 09.9045832224 -83 44 38.032610136|     ~   |8.46     |7.95     |     ~   |     ~   |F7V              |  45|   0
231 |HD 5308    |HD 5308                            |*  |00 55 06.9522393096 +23 24 58.464731304|     ~   |8.06     |7.57     |     ~   |     ~   |F5V              |  29|   0
232 |HD 5311    |HD 5311                            |PM*|00 54 23.7343481520 -48 56 54.130560180|     ~   |8.39     |7.91     |     ~   |     ~   |F7V              |  26|   0
233 |HD 5324    |HD 5324                            |*  |00 53 29.3359446624 -70 54 40.977533016|     ~   |11.03    |10.41    |     ~   |     ~   |G5               |  17|   0
234 |HD 5354    |HD 5354                            |PM*|00 55 14.8864704360 -25 36 20.454805476|     ~   |10.04    |9.45     |9.766    |     ~   |G2/3V            |  28|   0
235 |HD 5372    |HD 5372                            |PM*|00 56 17.3669705136 +52 29 28.458387708|8.390    |8.160    |     ~   |7.1      |     ~   |G5               |  62|   0
236 |HD 5376    |HD 5376                            |PM*|00 55 30.4844578200 -12 33 08.464922460|     ~   |8.32     |7.86     |     ~   |     ~   |F3/5V            |  26|   0
237 |HD 5379    |HD 5379                            |*  |00 54 17.3368872408 -69 05 12.092859384|     ~   |9.00     |8.62     |     ~   |     ~   |F2IV             |  32|   0
238 |HD 5388    |HD 5388                            |PM*|00 55 11.8899595488 -47 24 21.477151800|     ~   |7.21     |6.72     |     ~   |     ~   |F6V              |  79|   1
239 |HD 5390    |HD 5390                            |*  |00 54 22.2339525216 -69 44 35.665513728|     ~   |10.64    |10.00    |     ~   |     ~   |G0/2V            |  16|   0
240 |HD 5435    |HD 5435                            |*  |00 56 02.1614237928 -03 44 16.691873100|     ~   |7.83     |7.39     |     ~   |     ~   |F5V              |  25|   0
241 |HD 5442    |HD 5442                            |*  |00 56 08.3064758928 -08 01 24.848566824|     ~   |7.95     |7.41     |     ~   |     ~   |F6V              |  24|   0
242 |HD 5444    |HD 5444                            |*  |00 56 03.7201946376 -20 42 06.928324056|     ~   |8.68     |8.18     |     ~   |     ~   |F7V              |  28|   0
243 |HD 5453    |HD 5453                            |PM*|00 56 13.2051857352 -07 34 38.247318156|     ~   |8.19     |7.71     |     ~   |     ~   |F5V              |  31|   0
244 |HD 5470    |HD 5470                            |PM*|00 56 40.2238790664 +17 57 35.336295864|     ~   |8.97     |8.33     |     ~   |     ~   |G0               |  52|   0
245 |HD 5475    |HD 5475                            |PM*|00 54 56.2209852144 -71 03 35.291860416|     ~   |11.43    |10.70    |     ~   |     ~   |G5               |  18|   0
246 |HD 5488    |HD 5488                            |*  |00 55 22.2269210856 -68 37 40.406116944|     ~   |9.768    |9.430    |     ~   |     ~   |G0IV/V           |  27|   0
247 |HD 5510    |HD 5510                            |*  |00 56 16.2238823472 -42 40 42.676822164|     ~   |9.07     |8.51     |     ~   |     ~   |F8V              |  31|   0
248 |HD 5591    |HD 5591                            |PM*|00 57 11.8142470152 -36 26 06.612132804|     ~   |9.34     |8.83     |     ~   |     ~   |F6V              |  25|   0
249 |HD 5600    |HD 5600                            |PM*|00 57 42.2212127760 +02 05 37.751265708|     ~   |8.41     |8.00     |     ~   |     ~   |F5V              |  34|   0
250 |HD 5651    |HD 5651                            |PM*|00 58 26.4377533440 +24 31 19.579089936|     ~   |7.80     |7.32     |     ~   |     ~   |F8               |  23|   0
251 |HD 5694    |HD 5694                            |*  |00 58 42.4349858088 +04 12 21.047898240|     ~   |8.07     |7.58     |     ~   |     ~   |F6V              |  29|   0
252 |HD 5703    |HD 5703                            |PM*|00 59 07.1115636720 +39 37 07.688058420|     ~   |8.48     |7.99     |     ~   |     ~   |F5               |  25|   0
253 |HD 5728    |HD 5728                            |*  |00 59 32.2905752208 +48 57 58.816567116|     ~   |7.29     |6.89     |     ~   |     ~   |F5               |  31|   0
254 |HD 5750    |HD 5750                            |PM*|00 59 35.8209201690 +32 29 31.606198576|     ~   |     ~   |     ~   |6.7      |     ~   |F5               |  52|   0
255 |HD 5817    |HD 5817                            |PM*|01 03 38.7778427304 +82 06 02.703306096|     ~   |9.01     |     ~   |8.1      |     ~   |G5               |  55|   0
256 |HD 5892    |HD 5892                            |*  |01 00 30.4295927304 +07 21 13.980427200|     ~   |8.58     |8.11     |     ~   |     ~   |F5V              |  34|   0
257 |HD 5911    |HD 5911                            |PM*|01 00 28.0119395112 -19 23 21.808634964|     ~   |8.64     |7.98     |     ~   |     ~   |G3V              |  37|   0
258 |HD 5915    |HD 5915                            |*  |01 01 48.7651373496 +63 36 20.299387680|     ~   |8.57     |8.17     |     ~   |     ~   |F0               |  25|   0
